sample,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
VA_PHE2_48,ORF8,201813,92|93|94|95|96,2730,2,1,9,1352.7374351503618,2.0060180541624875,1.7543859649122808,22.122882229668694,25.883286248743463,0.991016436007591,0.4955082180037955,4.45957396203416,5.946098616045546
VA_PHE2_48,N,201813,93|94|95|96|97,2933,73,26,24,1453.3256034051324,151.2528107051322,59.991089926208964,48.04671106265624,259.2906116939974,36.17209991427707,12.883213668098684,11.892197232091092,60.947510814466845
VA_PHE2_48,N*,201813,96|97|98,2506,0,0,23,1241.7435943175117,0,0,24.3336070060208,24.3336070060208,0,0,11.396689014087297,11.396689014087297
VA_PHE2_48,ORF10,201813,98,900,0,0,3,445.957396203416,0,0,3.333333333333333,3.333333333333333,0,0,1.4865246540113866,1.4865246540113866
VA_PHE2_72,ORF1a,251269,1|2|3|4|5,7734,1696,408,28,3077.976192845118,23636.837734917503,5754.901269308497,406.79466230936816,29798.533666535368,674.9738328245825,162.37578053798916,11.143435919273765,848.4930492818454
VA_PHE2_72,S,251269,72|73,5673,10,0,7,2257.739713215717,3.368110068754302,0,2.412974377615022,5.781084446369324,3.9797985425977735,0,2.7858589798184417,6.765657522416215
VA_PHE2_72,ORF3a,251269,84|85|86|87|88,6039,8,7,21,2403.4003398747955,7.555050157044603,6.492304180387814,18.64610461778344,32.69345895521586,3.1838388340782187,2.7858589798184417,8.357576939455324,14.327274753351984
VA_PHE2_72,E,251269,87|88|89|90,11148,9,1,95,4436.6794152879975,6.423690323079452,1.0341261633919339,58.93325125006363,66.391067736535,3.5818186883379965,0.39797985425977733,37.80808615467885,41.787884697276624
VA_PHE2_72,M,251269,87|88|89,10282,50,12,14,4092.0288614990304,15.97895827244741,4.001330541009643,5.3713774616685015,25.351666275125556,19.898992712988868,4.7757582511173275,5.571717959636883,30.24646892374308
VA_PHE2_72,ORF6,251269,89|90|91|92,11370,4,1,10,4525.0309429336685,1.52519625351568,0.8431703204047218,5.744482088858996,8.112848662779399,1.5919194170391093,0.39797985425977733,3.9797985425977735,5.96969781389666
VA_PHE2_72,ORF7a,251269,90|91|92|93|94,4506,39,17,16,1793.2972232945567,35.282905315676274,15.700374948614048,15.5022170207453,66.48549728503562,15.521214316131315,6.765657522416215,6.367677668156437,28.654549506703965
VA_PHE2_72,ORF8,251269,92|93|94|95|96,4453,0,1,12,1772.2042910187886,0,1.3440860215053763,18.243928528441714,19.58801454994709,0,0.39797985425977733,4.7757582511173275,5.1737381053771045
VA_PHE2_72,N,251269,93|94|95|96|97,5663,136,33,18,2253.759914673119,153.15985734170633,30.848832425614834,17.84037171038345,201.8490614777046,54.12526017932972,13.133335190572653,7.163637376675992,74.42223274657837
